date,start_date,time,wait_time
2025-06-08,2025-06-08,18:06:11,5
2025-06-08,2025-06-08,18:12:08,5
2025-06-08,2025-06-08,18:18:08,5
2025-06-08,2025-06-08,18:21:10,5
2025-06-08,2025-06-08,18:30:08,5
2025-06-08,2025-06-08,18:36:10,5
2025-06-08,2025-06-08,18:41:02,5
2025-06-08,2025-06-08,18:48:13,5
2025-06-08,2025-06-08,18:54:12,5
2025-06-08,2025-06-08,19:00:09,5
2025-06-08,2025-06-08,19:01:20,5
2025-06-08,2025-06-08,19:12:10,5
2025-06-08,2025-06-08,19:18:07,5
2025-06-08,2025-06-08,19:21:14,5
2025-06-08,2025-06-08,19:30:07,5
2025-06-08,2025-06-08,19:36:08,5
2025-06-08,2025-06-08,19:40:27,5
2025-06-08,2025-06-08,19:48:13,5
2025-06-08,2025-06-08,19:54:07,5
2025-06-08,2025-06-08,20:00:10,5
2025-06-08,2025-06-08,20:01:13,5
2025-06-08,2025-06-08,20:12:06,5
2025-06-08,2025-06-08,20:18:09,5
2025-06-08,2025-06-08,20:20:05,5
2025-06-08,2025-06-08,20:30:09,5
2025-06-08,2025-06-08,20:36:06,5
2025-06-08,2025-06-08,20:41:09,5
2025-06-08,2025-06-08,20:48:09,5
2025-06-08,2025-06-08,20:54:08,5
2025-06-08,2025-06-08,21:00:09,5
2025-06-08,2025-06-08,21:06:12,5
2025-06-08,2025-06-08,21:12:11,5
2025-06-08,2025-06-08,21:18:08,5
2025-06-08,2025-06-08,21:24:10,5
2025-06-08,2025-06-08,21:30:08,5
2025-06-08,2025-06-08,21:36:08,5
2025-06-08,2025-06-08,21:42:08,5
2025-06-08,2025-06-08,21:48:13,5
2025-06-08,2025-06-08,21:54:08,5
2025-06-09,2025-06-09,09:00:44,5
2025-06-09,2025-06-09,09:12:07,5
2025-06-09,2025-06-09,09:18:08,5
2025-06-09,2025-06-09,09:24:07,5
2025-06-09,2025-06-09,09:30:07,5
2025-06-09,2025-06-09,09:36:08,5
2025-06-09,2025-06-09,09:42:07,5
2025-06-09,2025-06-09,09:48:13,5
2025-06-09,2025-06-09,09:54:08,5
2025-06-09,2025-06-09,10:00:15,5
2025-06-09,2025-06-09,10:01:00,5
2025-06-09,2025-06-09,10:12:12,5
2025-06-09,2025-06-09,10:13:09,5
2025-06-09,2025-06-09,10:24:10,5
2025-06-09,2025-06-09,10:30:07,5
2025-06-09,2025-06-09,10:36:10,5
2025-06-09,2025-06-09,10:40:12,5
2025-06-09,2025-06-09,10:48:12,5
2025-06-09,2025-06-09,10:54:08,5
2025-06-09,2025-06-09,10:59:54,5
2025-06-09,2025-06-09,11:00:09,5
2025-06-09,2025-06-09,11:12:12,5
2025-06-09,2025-06-09,11:17:20,5
2025-06-09,2025-06-09,11:24:09,5
2025-06-09,2025-06-09,11:30:07,5
2025-06-09,2025-06-09,11:30:26,5
2025-06-09,2025-06-09,11:36:31,5
2025-06-09,2025-06-09,11:48:13,5
2025-06-09,2025-06-09,11:54:07,5
2025-06-09,2025-06-09,12:00:18,5
2025-06-09,2025-06-09,12:06:14,5
2025-06-09,2025-06-09,12:12:12,5
2025-06-09,2025-06-09,12:18:07,5
2025-06-09,2025-06-09,12:23:15,5
2025-06-09,2025-06-09,12:30:08,5
2025-06-09,2025-06-09,12:36:10,5
2025-06-09,2025-06-09,12:37:12,5
2025-06-09,2025-06-09,12:48:13,5
2025-06-09,2025-06-09,12:54:08,5
2025-06-09,2025-06-09,13:00:06,5
2025-06-09,2025-06-09,13:00:09,5
2025-06-09,2025-06-09,13:12:08,5
2025-06-09,2025-06-09,13:18:07,5
2025-06-09,2025-06-09,13:21:14,5
2025-06-09,2025-06-09,13:30:08,5
2025-06-09,2025-06-09,13:32:59,5
2025-06-09,2025-06-09,13:42:07,5
2025-06-09,2025-06-09,13:48:14,5
2025-06-09,2025-06-09,13:54:07,5
2025-06-09,2025-06-09,14:00:14,5
2025-06-09,2025-06-09,14:00:35,5
2025-06-09,2025-06-09,14:12:09,5
2025-06-09,2025-06-09,14:18:06,5
2025-06-09,2025-06-09,14:20:06,5
2025-06-09,2025-06-09,14:30:09,5
2025-06-09,2025-06-09,14:31:48,5
2025-06-09,2025-06-09,14:42:11,5
2025-06-09,2025-06-09,14:48:11,5
2025-06-09,2025-06-09,14:54:07,5
2025-06-09,2025-06-09,15:00:09,5
2025-06-09,2025-06-09,15:06:14,5
2025-06-09,2025-06-09,15:12:09,5
2025-06-09,2025-06-09,15:18:08,5
2025-06-09,2025-06-09,15:20:59,5
2025-06-09,2025-06-09,15:30:08,5
2025-06-09,2025-06-09,15:36:10,5
2025-06-09,2025-06-09,15:40:08,5
2025-06-09,2025-06-09,15:48:15,5
2025-06-09,2025-06-09,15:54:09,5
2025-06-09,2025-06-09,16:00:17,5
2025-06-09,2025-06-09,16:01:43,5
2025-06-09,2025-06-09,16:12:09,5
2025-06-09,2025-06-09,16:18:10,5
2025-06-09,2025-06-09,16:20:16,5
2025-06-09,2025-06-09,16:30:10,5
2025-06-09,2025-06-09,16:36:09,5
2025-06-09,2025-06-09,16:40:11,5
2025-06-09,2025-06-09,16:48:11,5
2025-06-09,2025-06-09,16:54:07,5
2025-06-09,2025-06-09,17:00:09,5
2025-06-09,2025-06-09,17:00:29,5
2025-06-09,2025-06-09,17:12:10,5
2025-06-09,2025-06-09,17:18:09,5
2025-06-09,2025-06-09,17:21:06,5
2025-06-09,2025-06-09,17:30:07,5
2025-06-09,2025-06-09,17:36:09,5
2025-06-09,2025-06-09,17:41:37,5
2025-06-09,2025-06-09,17:48:13,5
2025-06-09,2025-06-09,17:54:08,5
2025-06-09,2025-06-09,18:00:14,5
2025-06-09,2025-06-09,18:06:12,5
2025-06-09,2025-06-09,18:12:10,5
2025-06-09,2025-06-09,18:18:08,5
2025-06-09,2025-06-09,18:20:10,5
2025-06-09,2025-06-09,18:30:07,5
2025-06-09,2025-06-09,18:36:10,5
2025-06-09,2025-06-09,18:40:06,5
2025-06-09,2025-06-09,18:48:12,5
2025-06-09,2025-06-09,18:54:07,5
2025-06-09,2025-06-09,19:00:09,5
2025-06-09,2025-06-09,19:01:39,5
2025-06-09,2025-06-09,19:12:09,5
2025-06-09,2025-06-09,19:18:08,5
2025-06-09,2025-06-09,19:21:35,5
2025-06-09,2025-06-09,19:30:07,5
2025-06-09,2025-06-09,19:36:09,5
2025-06-09,2025-06-09,19:40:06,5
2025-06-09,2025-06-09,19:48:13,5
2025-06-09,2025-06-09,19:54:08,5
2025-06-09,2025-06-09,20:00:09,5
2025-06-09,2025-06-09,20:01:27,5
2025-06-09,2025-06-09,20:12:08,5
2025-06-09,2025-06-09,20:18:07,5
2025-06-09,2025-06-09,20:20:04,5
2025-06-09,2025-06-09,20:30:07,5
2025-06-09,2025-06-09,20:36:08,5
2025-06-09,2025-06-09,20:40:24,5
2025-06-09,2025-06-09,20:48:08,5
2025-06-09,2025-06-09,20:54:08,5
2025-06-09,2025-06-09,21:00:09,5
2025-06-09,2025-06-09,21:06:11,5
2025-06-09,2025-06-09,21:12:11,5
2025-06-09,2025-06-09,21:18:09,5
2025-06-09,2025-06-09,21:24:09,5
2025-06-09,2025-06-09,21:30:08,5
2025-06-09,2025-06-09,21:36:12,5
2025-06-09,2025-06-09,21:42:07,5
2025-06-09,2025-06-09,21:48:11,5
2025-06-09,2025-06-09,21:54:07,5
